M,K,time,A,B
512,512,5.59527,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,8.24687,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,5.73631,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,5.80463,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,5.83869,./dataset/512_512_90.tns,./dataset/512_512_90.tns
2048,2048,122.96,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,134.723,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,123.287,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,123.246,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,125.954,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,123.091,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,127.67,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,128.865,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,121.224,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,129.083,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,28.5586,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,27.9758,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,28.5127,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,29.7008,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,28.1696,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,29.7714,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,28.5357,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,29.5568,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,28.1257,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,31.0882,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,48.6892,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,49.3944,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,50.0451,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,50.3144,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,49.3361,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,58.9528,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,50.2419,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,49.3719,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,49.1867,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,60.1278,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,239.126,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,220.41,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,220.61,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,226.343,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,226.949,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,226.573,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,222.018,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,226.617,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,235.736,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,228.635,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,96.122,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,98.7057,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,91.6785,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,88.7826,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,88.5565,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,87.1273,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,88.3074,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,90.9927,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,86.4425,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,87.8202,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
512,512,3.36808,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.36785,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.38436,./dataset/512_512_40.tns,./dataset/512_512_40.tns
