M,K,time,A,B
4096,4096,677.095515,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,684.132967,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
512,512,4.892604,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.850258,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,5.177017,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.989125,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,5.385429,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.754740,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.770605,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.971037,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.963634,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.848947,./dataset/512_512_60.tns,./dataset/512_512_60.tns
1024,1024,21.396373,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,21.361048,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,16.649654,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,16.419958,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,16.564973,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,16.994029,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,16.572194,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,16.802101,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,25.168928,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,16.878419,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
4096,4096,1131.669754,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1147.343900,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1142.681279,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1145.433939,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1139.412489,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1131.905725,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1140.490218,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1144.094439,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1145.714052,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,1137.702476,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
512,512,5.684222,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,15.825152,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.714299,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.793933,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.512706,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.667906,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.748452,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.778549,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.722822,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.837571,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,3.712933,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.542248,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.720184,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.583542,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.633379,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.674834,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.413879,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.557221,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,13.203402,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.599297,./dataset/512_512_10.tns,./dataset/512_512_10.tns
4096,4096,837.307960,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,836.957092,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,837.843144,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,834.837335,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,834.426895,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
